Id,Neighbourhood,Neighbourhood  Group,Latitude,Longitude,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Minimum Nights,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Location
194,Ajuda,Lisboa,38.708460,-9.196490,Private room in residential home,Private room,2,1,1,1,49,1,270,4.83,4.85,4.89,4.6
195,Misericrdia,Lisboa,38.707400,-9.142090,Entire rental unit,Entire home/apt,7,2,3,6,180,3,279,4.76,4.89,4.82,4.84
196,Igreja Nova e Cheleiros,Mafra,38.890130,-9.311860,Tiny house,Entire home/apt,2,1,1,3,60,2,44,4.59,4.64,4.3,4.82
197,Colares,Sintra,38.793427,-9.456393,Casa particular,Entire home/apt,5,1,2,4,55,3,57,4.85,4.85,4.91,4.67
198,Arroios,Lisboa,38.727350,-9.134940,Entire rental unit,Entire home/apt,12,2,4,10,173,3,25,4.25,4.44,4.48,4.33
199,Misericrdia,Lisboa,38.707860,-9.143460,Entire rental unit,Entire home/apt,5,1,2,3,69,2,73,4.63,4.9,4.79,4.86
200,Santa Maria Maior,Lisboa,38.711270,-9.137620,Entire rental unit,Entire home/apt,8,2,3,7,146,2,87,4.93,4.98,4.9,4.97
201,Misericrdia,Lisboa,38.710520,-9.148740,Entire rental unit,Entire home/apt,4,1,1,2,53,15,12,4.75,4.92,4.83,4.92
202,Rio de Mouro,Sintra,38.758790,-9.357830,Entire guest suite,Entire home/apt,2,1,1,1,55,2,187,4.51,4.66,4.73,4.35
203,So Vicente,Lisboa,38.719270,-9.132930,Entire residential home,Entire home/apt,3,1,1,2,84,2,180,4.35,4.5,4.32,4.84
204,Misericrdia,Lisboa,38.710330,-9.146510,Entire rental unit,Entire home/apt,7,1,3,7,75,3,247,4.51,4.6,4.57,4.81
205,Santa Maria Maior,Lisboa,38.710460,-9.131340,Entire rental unit,Entire home/apt,4,1,2,2,69,2,399,4.87,4.9,4.92,4.93
206,Santa Maria Maior,Lisboa,38.716560,-9.134280,Entire rental unit,Entire home/apt,4,1,2,2,70,15,44,4.64,4.67,4.71,4.93
207,Cascais e Estoril,Cascais,38.693920,-9.372320,Entire rental unit,Entire home/apt,5,2,2,6,80,4,85,4.89,4.89,4.92,4.79
208,Colares,Sintra,38.821800,-9.470400,Private room in bed and breakfast,Private room,15,4,6,11,65,2,33,4.61,4.82,4.55,4.79
209,Misericrdia,Lisboa,38.708540,-9.145740,Entire rental unit,Entire home/apt,2,1,1,1,40,1,543,4.56,4.65,4.56,4.8
210,Santa Maria Maior,Lisboa,38.715700,-9.132370,Entire rental unit,Entire home/apt,6,1,2,2,45,1,321,4.62,4.71,4.57,4.85
211,Misericrdia,Lisboa,38.708070,-9.143420,Entire rental unit,Entire home/apt,3,1,1,1,54,1,338,4.52,4.67,4.54,4.88
212,Arroios,Lisboa,38.716200,-9.139280,Entire rental unit,Entire home/apt,4,1,1,2,70,2,152,4.78,4.88,4.56,4.82
213,Avenidas Novas,Lisboa,38.743700,-9.148950,Entire condominium (condo),Entire home/apt,3,1,1,1,69,5,54,4.59,4.67,4.73,4.48
214,Alcntara,Lisboa,38.702350,-9.189720,Private room in rental unit,Private room,1,1,1,1,25,2,130,4.88,4.83,4.87,4.61
215,Misericrdia,Lisboa,38.709840,-9.149770,Entire rental unit,Entire home/apt,4,1,2,3,45,1,127,4.31,4.23,4.37,4.64
216,Avenidas Novas,Lisboa,38.739860,-9.149970,Private room in guest suite,Private room,2,1,1,1,41,2,14,5,5,5,4.86
217,Santa Maria Maior,Lisboa,38.713150,-9.124360,Entire rental unit,Entire home/apt,4,1,1,2,42,2,319,4.8,4.86,4.85,4.91
218,Ericeira,Mafra,38.967100,-9.418330,Entire residential home,Entire home/apt,6,2,3,5,130,5,35,4.79,4.86,4.74,4.91
219,Santa Maria Maior,Lisboa,38.712550,-9.126770,Entire rental unit,Entire home/apt,4,1,2,2,61,2,150,4.62,4.76,4.71,4.89
220,Cascais e Estoril,Cascais,38.706040,-9.445870,Entire rental unit,Entire home/apt,4,1,2,3,60,5,5,4.4,4.25,4.2,4.75
221,Benfica,Lisboa,38.743370,-9.195980,Entire rental unit,Entire home/apt,2,1,2,2,65,3,17,4.47,4.82,4.82,4.47
222,Misericrdia,Lisboa,38.710510,-9.142450,Private room in rental unit,Private room,1,1,1,1,55,3,56,4.88,5,4.98,4.91
223,Arroios,Lisboa,38.716960,-9.138400,Entire rental unit,Entire home/apt,8,2,3,4,130,2,8,4.63,5,4.88,4.75
224,Cascais e Estoril,Cascais,38.697780,-9.421520,Entire rental unit,Entire home/apt,2,2,1,1,150,5,20,4.95,4.95,4.75,5
225,Avenidas Novas,Lisboa,38.737080,-9.146210,Entire rental unit,Entire home/apt,5,2,1,4,56,3,243,4.86,4.87,4.92,4.71
226,Santo Antnio,Lisboa,38.720160,-9.143760,Private room in rental unit,Private room,1,2,1,1,28,6,13,4.3,4.27,3.73,4.64
227,Misericrdia,Lisboa,38.711760,-9.147040,Entire rental unit,Entire home/apt,2,1,1,1,59,3,177,4.47,4.69,4.59,4.8
228,Misericrdia,Lisboa,38.713220,-9.147100,Entire rental unit,Entire home/apt,3,1,1,2,50,2,142,4.65,4.82,4.73,4.77
229,Arroios,Lisboa,38.728330,-9.133700,Entire rental unit,Entire home/apt,16,2,5,9,241,3,39,4.38,4.46,4.51,4.23
230,Santo Antnio,Lisboa,38.723440,-9.143390,Entire rental unit,Entire home/apt,2,1,1,1,42,5,76,4.87,4.96,4.97,4.79
231,Santa Maria Maior,Lisboa,38.712120,-9.129340,Entire rental unit,Entire home/apt,2,1,1,1,52,3,384,4.68,4.85,4.89,4.8
232,Santa Maria Maior,Lisboa,38.713070,-9.134930,Entire rental unit,Entire home/apt,4,1,1,1,85,3,21,4.65,4.8,4.7,4.95
233,Alvalade,Lisboa,38.749420,-9.131410,Private room in rental unit,Private room,2,1,1,1,30,5,27,4.27,4.52,4.12,4.42
234,Misericrdia,Lisboa,38.711580,-9.143770,Entire rental unit,Entire home/apt,2,1,1,1,70,2,118,4.83,4.91,4.88,4.9
235,Cascais e Estoril,Cascais,38.700190,-9.423910,Entire rental unit,Entire home/apt,4,1,2,3,60,3,75,4.85,4.89,4.76,4.93
236,Misericrdia,Lisboa,38.709520,-9.150250,Entire rental unit,Entire home/apt,3,1,1,2,44,2,341,4.63,4.75,4.74,4.8
237,Falagueira-Venda Nova,Amadora,38.763520,-9.229630,Entire residential home,Entire home/apt,2,1,1,1,50,7,8,4.5,4.25,4.75,3.75
238,Misericrdia,Lisboa,38.715090,-9.146440,Entire rental unit,Entire home/apt,10,3,4,10,50,3,58,4.52,4.54,4.65,4.71
239,Misericrdia,Lisboa,38.711010,-9.145160,Entire rental unit,Entire home/apt,2,1,1,1,76,3,187,4.86,4.91,4.9,4.83
240,Estrela,Lisboa,38.712410,-9.168640,Entire rental unit,Entire home/apt,4,1,1,2,50,2,120,4.35,4.47,4.46,4
241,Misericrdia,Lisboa,38.709530,-9.150280,Entire rental unit,Entire home/apt,3,1,1,2,46,2,327,4.7,4.83,4.66,4.8
242,Santa Maria Maior,Lisboa,38.713860,-9.136640,Entire condominium (condo),Entire home/apt,6,2,2,4,60,2,354,4.57,4.65,4.51,4.92
243,Arroios,Lisboa,38.716970,-9.139870,Entire rental unit,Entire home/apt,2,1,1,1,32,3,295,4.29,4.56,4.33,4.61
244,Cascais e Estoril,Cascais,38.701000,-9.432060,Entire rental unit,Entire home/apt,3,1,1,2,65,4,50,4.74,4.86,4.82,4.61
245,Santa Maria Maior,Lisboa,38.712940,-9.142330,Entire loft,Entire home/apt,4,1,0,3,88,2,79,4.82,4.85,4.76,4.95
246,Misericrdia,Lisboa,38.711010,-9.150920,Entire rental unit,Entire home/apt,2,1,1,1,49,2,139,4.8,4.9,4.83,4.92
247,Misericrdia,Lisboa,38.712460,-9.146550,Entire rental unit,Entire home/apt,4,1,1,3,57,4,223,4.87,4.97,4.95,4.88
248,Cascais e Estoril,Cascais,38.733100,-9.449110,Private room in residential home,Private room,2,1,1,1,30,1,77,4.87,4.86,4.82,4.68
249,Arroios,Lisboa,38.717100,-9.137870,Entire rental unit,Entire home/apt,2,1,1,0,59,30,25,4.48,4.52,4.83,4.64
250,Arroios,Lisboa,38.732700,-9.134070,Entire rental unit,Entire home/apt,8,2,3,4,40,30,47,4.64,4.8,4.95,4.39
251,So Vicente,Lisboa,38.719270,-9.130330,Entire condominium (condo),Entire home/apt,2,1,1,1,120,1,2,5,5,5,5
252,Ajuda,Lisboa,38.702540,-9.199900,Entire rental unit,Entire home/apt,3,1,2,0,52,2,12,4.17,4.5,4.75,4.42
253,Arroios,Lisboa,38.726060,-9.130900,Private room in rental unit,Private room,2,1,1,1,350,3,19,4.76,4.78,4.5,4.74
254,Carcavelos e Parede,Cascais,38.681330,-9.330270,Entire rental unit,Entire home/apt,6,1,2,3,79,3,61,4.79,4.9,4.7,4.75
255,Santo Antnio,Lisboa,38.715860,-9.150900,Entire rental unit,Entire home/apt,3,1,1,1,60,1,100,4.67,4.76,4.71,4.8
256,Belm,Lisboa,38.706550,-9.204520,Entire rental unit,Entire home/apt,5,1,2,2,45,4,17,3.88,4.38,4.63,4.19
257,Misericrdia,Lisboa,38.711880,-9.148740,Entire rental unit,Entire home/apt,4,1,1,1,70,2,248,4.79,4.85,4.88,4.87
258,Santo Isidoro,Mafra,38.992610,-9.400270,Entire villa,Entire home/apt,6,0,2,0,110,4,5,4.4,4.8,3.8,4.8
259,Santo Antnio,Lisboa,38.718520,-9.154670,Entire rental unit,Entire home/apt,4,1,1,1,80,29,7,4.14,4.83,4.57,4.43
260,Santo Antnio,Lisboa,38.721480,-9.143550,Private room in rental unit,Private room,1,2,1,1,25,14,26,4.67,4.33,4.25,4.61
261,Misericrdia,Lisboa,38.709910,-9.147150,Private room in rental unit,Private room,2,1,1,1,75,3,182,4.48,4.69,4.81,4.63
262,Santa Maria Maior,Lisboa,38.712100,-9.142310,Entire rental unit,Entire home/apt,4,1,1,1,90,3,2,4.5,5,5,5
263,So Vicente,Lisboa,38.714620,-9.128330,Entire rental unit,Entire home/apt,2,1,1,1,64,2,172,4.79,4.86,4.95,4.85
264,Santa Maria Maior,Lisboa,38.712930,-9.126910,Entire rental unit,Entire home/apt,2,1,1,2,45,7,280,4.53,4.66,4.53,4.83
265,Misericrdia,Lisboa,38.708250,-9.143550,Entire rental unit,Entire home/apt,6,1,2,3,100,2,137,4.53,4.67,4.65,4.78
266,Arroios,Lisboa,38.717130,-9.137710,Entire rental unit,Entire home/apt,4,1,1,1,60,90,26,4.44,4.6,4.6,4.52
267,Alvalade,Lisboa,38.755720,-9.142860,Entire rental unit,Entire home/apt,3,1,1,1,50,2,151,4.86,4.91,4.9,4.74
268,Lumiar,Lisboa,38.766140,-9.155620,Private room in rental unit,Private room,1,1,1,1,20,4,136,4.86,4.93,4.93,4.71
269,Arroios,Lisboa,38.721090,-9.134400,Entire rental unit,Entire home/apt,5,1,2,2,65,3,118,4.79,4.91,4.94,4.51
270,Santa Maria Maior,Lisboa,38.712410,-9.125740,Entire loft,Entire home/apt,3,1,1,1,58,3,290,4.74,4.83,4.91,4.85
271,Misericrdia,Lisboa,38.709990,-9.148940,Entire rental unit,Entire home/apt,4,1,2,2,89,28,112,4.98,4.97,4.98,4.95
272,Misericrdia,Lisboa,38.716140,-9.153070,Entire rental unit,Entire home/apt,8,2,3,6,180,1,172,4.64,4.74,4.79,4.76
273,Cascais e Estoril,Cascais,38.729670,-9.461540,Entire residential home,Entire home/apt,6,2,3,4,160,6,48,4.55,4.79,4.54,4.77
274,Penha de Frana,Lisboa,38.724090,-9.131390,Entire rental unit,Entire home/apt,10,3,5,10,274,3,208,4.56,4.65,4.4,4.45
275,Misericrdia,Lisboa,38.711830,-9.151380,Entire rental unit,Entire home/apt,4,1,2,0,75,3,89,4.96,4.96,4.97,4.96
276,Misericrdia,Lisboa,38.712810,-9.146770,Entire rental unit,Entire home/apt,4,1,1,2,64,2,192,4.52,4.69,4.51,4.9
277,Agualva e Mira-Sintra,Sintra,38.781230,-9.282250,Entire residential home,Entire home/apt,3,1,2,2,85,2,70,4.81,4.88,4.88,4.64
278,Misericrdia,Lisboa,38.710950,-9.148370,Entire rental unit,Entire home/apt,4,1,1,2,63,2,59,4.71,4.69,4.76,4.88
279,Santa Maria Maior,Lisboa,38.709070,-9.135070,Private room in rental unit,Private room,2,1,1,2,38,3,269,4.45,4.62,4.45,4.84
280,Santa Maria Maior,Lisboa,38.713260,-9.135090,Entire rental unit,Entire home/apt,4,1,1,2,69,3,160,4.93,4.93,4.96,4.96
281,Misericrdia,Lisboa,38.710700,-9.143500,Entire rental unit,Entire home/apt,4,1,1,1,80,2,162,4.67,4.81,4.74,4.82
282,Arroios,Lisboa,38.733190,-9.134520,Private room in rental unit,Private room,2,1,1,1,25,90,67,4.72,4.92,4.86,4.62
283,Arroios,Lisboa,38.732950,-9.133560,Private room in rental unit,Private room,2,1,1,1,25,90,36,4.54,4.78,4.72,4.58
284,Ericeira,Mafra,38.962130,-9.414400,Entire rental unit,Entire home/apt,5,1,2,2,64,3,26,4.77,4.85,4.96,4.84
285,Santa Maria Maior,Lisboa,38.710900,-9.141570,Entire rental unit,Entire home/apt,7,2,3,4,220,2,49,4.77,4.69,4.65,4.92
286,Santo Antnio,Lisboa,38.717800,-9.153260,Entire rental unit,Entire home/apt,4,1,1,1,53,3,195,4.56,4.72,4.77,4.79
287,Misericrdia,Lisboa,38.707830,-9.146170,Entire rental unit,Entire home/apt,6,1,2,3,50,2,216,4.77,4.83,4.79,4.91
288,Arroios,Lisboa,38.726210,-9.134210,Entire rental unit,Entire home/apt,16,2,6,10,291,3,68,4.62,4.74,4.72,4.3
289,Arroios,Lisboa,38.726210,-9.134210,Entire rental unit,Entire home/apt,16,2,8,14,382,3,51,4.59,4.58,4.68,4.46
290,Arroios,Lisboa,38.731890,-9.134600,Private room in rental unit,Private room,2,1,1,1,26,90,78,4.66,4.74,4.8,4.55
291,Santa Maria Maior,Lisboa,38.710890,-9.130440,Entire rental unit,Entire home/apt,4,1,2,2,74,2,485,4.71,4.84,4.61,4.87
292,Misericrdia,Lisboa,38.709330,-9.151360,Entire rental unit,Entire home/apt,2,1,1,1,70,3,298,4.8,4.88,4.92,4.74
293,Santo Antnio,Lisboa,38.727190,-9.148680,Entire rental unit,Entire home/apt,4,1,1,2,50,2,338,4.68,4.81,4.85,4.6
294,Misericrdia,Lisboa,38.711100,-9.144510,Entire rental unit,Entire home/apt,4,1,2,3,60,1,138,4.59,4.7,4.57,4.87
295,Areeiro,Lisboa,38.743460,-9.141050,Entire rental unit,Entire home/apt,8,1,3,5,80,3,41,4.76,4.78,4.75,4.85
296,Misericrdia,Lisboa,38.712880,-9.152780,Entire rental unit,Entire home/apt,3,1,1,1,80,3,51,4.8,4.9,4.7,4.78
297,Avenidas Novas,Lisboa,38.725300,-9.152500,Entire rental unit,Entire home/apt,10,2,4,7,185,2,194,4.4,4.61,4.52,4.76
298,Santa Maria Maior,Lisboa,38.712670,-9.135560,Entire rental unit,Entire home/apt,4,1,2,0,70,2,143,4.83,4.86,4.88,4.91
299,Carcavelos e Parede,Cascais,38.686550,-9.343500,Entire rental unit,Entire home/apt,6,3,2,3,100,4,52,4.65,4.79,4.52,4.88
300,Misericrdia,Lisboa,38.712850,-9.145260,Entire rental unit,Entire home/apt,10,1,4,7,189,3,39,4.72,4.62,4.69,4.72
301,Santa Maria Maior,Lisboa,38.713260,-9.137730,Entire rental unit,Entire home/apt,8,2,4,6,146,2,178,4.89,4.92,4.96,4.94
302,Santo Isidoro,Mafra,39.011500,-9.416480,Entire cottage,Entire home/apt,9,3,4,6,180,5,70,4.9,4.92,4.87,4.64
303,Igreja Nova e Cheleiros,Mafra,38.891410,-9.310650,Entire residential home,Entire home/apt,4,2,2,7,120,2,13,4.46,4.62,3.69,4.54
304,Igreja Nova e Cheleiros,Mafra,38.890520,-9.310840,Private room in guest suite,Private room,2,1,1,2,60,2,3,4.33,4.67,3.67,4.33
305,Arroios,Lisboa,38.732040,-9.133740,Private room in rental unit,Private room,1,1,1,1,25,90,52,4.64,4.86,4.88,4.57
306,Estrela,Lisboa,38.709450,-9.158730,Entire rental unit,Entire home/apt,10,2,5,8,331,2,222,4.85,4.85,4.77,4.75
307,Santa Maria Maior,Lisboa,38.711520,-9.135780,Entire rental unit,Entire home/apt,6,2,2,4,93,2,49,3.98,4.36,4.34,4.89
308,Santa Maria Maior,Lisboa,38.709690,-9.141670,Entire rental unit,Entire home/apt,4,1,1,1,81,2,402,4.89,4.96,4.83,4.97
309,Santa Maria Maior,Lisboa,38.714160,-9.135480,Entire rental unit,Entire home/apt,2,1,0,1,68,2,11,4.73,4.82,4.82,4.36
310,Santa Maria Maior,Lisboa,38.712270,-9.132080,Entire residential home,Entire home/apt,4,1,1,1,71,2,190,4.84,4.84,4.76,4.88
311,Cascais e Estoril,Cascais,38.698460,-9.422320,Entire rental unit,Entire home/apt,4,1,2,4,89,2,17,4.41,4.38,4.19,4.88
312,Misericrdia,Lisboa,38.710630,-9.151730,Entire rental unit,Entire home/apt,6,2,2,2,100,365,390,4.74,4.85,4.65,4.82
313,Misericrdia,Lisboa,38.709030,-9.143130,Entire rental unit,Entire home/apt,2,1,1,1,54,1,259,4.39,4.49,4.41,4.85
314,Alvalade,Lisboa,38.749960,-9.133580,Entire rental unit,Entire home/apt,3,2,2,2,97,7,9,4.5,4.75,4.63,4.13
315,Alvalade,Lisboa,38.745520,-9.142230,Entire rental unit,Entire home/apt,1,1,1,1,60,5,34,4.88,4.94,4.74,4.82
316,Olivais,Lisboa,38.767930,-9.125090,Private room in rental unit,Private room,1,1,1,1,22,1,684,4.7,4.75,4.78,4.71
317,Misericrdia,Lisboa,38.711920,-9.147140,Entire rental unit,Entire home/apt,2,1,1,2,68,2,470,4.93,4.95,4.97,4.87
318,Misericrdia,Lisboa,38.711460,-9.146900,Entire rental unit,Entire home/apt,4,1,0,3,68,2,467,4.83,4.88,4.94,4.9
319,Estrela,Lisboa,38.708100,-9.156040,Entire rental unit,Entire home/apt,3,1,1,0,65,2,242,4.57,4.66,4.7,4.41
320,So Vicente,Lisboa,38.714480,-9.124530,Entire rental unit,Entire home/apt,6,1,2,3,144,2,13,4.92,4.91,4.91,4.82
321,Santa Maria Maior,Lisboa,38.708990,-9.129660,Entire rental unit,Entire home/apt,4,1,1,2,24,14,25,4.72,4.76,4.52,4.96
322,Santa Maria Maior,Lisboa,38.712740,-9.141420,Entire rental unit,Entire home/apt,5,1,3,3,91,2,393,4.73,4.77,4.81,4.93
323,Misericrdia,Lisboa,38.710270,-9.146860,Entire rental unit,Entire home/apt,4,1,0,3,87,2,517,4.88,4.89,4.95,4.86
324,Santa Maria Maior,Lisboa,38.710220,-9.131930,Entire rental unit,Entire home/apt,4,2,2,3,82,2,151,4.44,4.54,4.52,4.83
325,Santa Maria Maior,Lisboa,38.709810,-9.133840,Entire rental unit,Entire home/apt,7,2,3,7,114,2,166,4.61,4.73,4.63,4.91
326,Misericrdia,Lisboa,38.711210,-9.146930,Entire rental unit,Entire home/apt,4,1,1,1,72,2,555,4.87,4.93,4.95,4.93
327,Misericrdia,Lisboa,38.708980,-9.147080,Entire rental unit,Entire home/apt,4,1,0,2,57,2,530,4.86,4.9,4.94,4.85
328,Misericrdia,Lisboa,38.709140,-9.145800,Entire rental unit,Entire home/apt,4,1,2,3,80,2,256,4.84,4.9,4.96,4.85
329,Estrela,Lisboa,38.714973,-9.162873,Entire rental unit,Entire home/apt,6,0,3,0,79,2,6,4.4,4.4,4.2,4.4
330,Misericrdia,Lisboa,38.713970,-9.147420,Entire rental unit,Entire home/apt,6,2,2,3,98,1,257,4.57,4.69,4.68,4.87
331,Santa Maria Maior,Lisboa,38.711510,-9.129900,Entire rental unit,Entire home/apt,2,1,1,1,52,2,111,4.43,4.69,4.29,4.86
332,So Vicente,Lisboa,38.719910,-9.132890,Entire rental unit,Entire home/apt,4,1,1,1,100,3,130,4.86,4.91,4.87,4.73
333,Areeiro,Lisboa,38.739280,-9.134710,Entire rental unit,Entire home/apt,3,1,1,2,56,3,96,4.66,4.77,4.76,4.64
334,Ericeira,Mafra,38.953140,-9.414070,Entire rental unit,Entire home/apt,5,1,2,4,89,5,22,4.71,4.85,4.9,4.7
335,Santa Maria Maior,Lisboa,38.711470,-9.129310,Entire rental unit,Entire home/apt,2,1,1,1,57,4,262,4.71,4.84,4.79,4.86
336,Arroios,Lisboa,38.716480,-9.138570,Entire rental unit,Entire home/apt,4,1,1,2,53,2,399,4.65,4.74,4.64,4.7
337,Santa Maria Maior,Lisboa,38.710220,-9.127760,Entire rental unit,Entire home/apt,5,1,3,3,65,4,135,4.7,4.8,4.82,4.77
338,Santa Maria Maior,Lisboa,38.716621,-9.133551,Private room in rental unit,Private room,2,2,1,1,30,1,309,4.41,4.66,4.55,4.6
339,Arroios,Lisboa,38.723110,-9.135080,Entire rental unit,Entire home/apt,12,3,4,9,159,1,130,4.62,4.68,4.73,4.5
340,Santa Maria Maior,Lisboa,38.713140,-9.137010,Entire rental unit,Entire home/apt,6,1,2,4,102,1,129,4.72,4.85,4.88,4.9
341,Belm,Lisboa,38.694780,-9.219490,Entire rental unit,Entire home/apt,4,1,1,2,125,2,11,4.64,4.64,4.64,4.64
342,Misericrdia,Lisboa,38.714100,-9.146370,Entire rental unit,Entire home/apt,3,1,1,2,45,30,27,4.63,4.62,4.81,4.96
343,Misericrdia,Lisboa,38.712450,-9.148200,Entire rental unit,Entire home/apt,2,1,1,2,45,30,6,4.83,4.83,5,5
344,Misericrdia,Lisboa,38.708900,-9.151600,Entire rental unit,Entire home/apt,10,2,3,10,180,3,21,4.65,4.76,4.81,4.52
345,Santo Antnio,Lisboa,38.722520,-9.152170,Entire rental unit,Entire home/apt,7,2,3,6,86,3,90,4.84,4.81,4.92,4.76
346,Misericrdia,Lisboa,38.709880,-9.148860,Entire rental unit,Entire home/apt,3,1,1,4,49,2,143,4.57,4.75,4.75,4.83
347,Santa Maria Maior,Lisboa,38.712740,-9.128410,Entire rental unit,Entire home/apt,4,1,2,3,120,5,291,4.83,4.9,4.91,4.87
348,Santa Maria Maior,Lisboa,38.715200,-9.134920,Entire rental unit,Entire home/apt,2,1,1,1,50,3,327,4.69,4.84,4.71,4.69
349,Misericrdia,Lisboa,38.713880,-9.145130,Entire rental unit,Entire home/apt,4,1,1,0,25,1,114,4.38,4.62,4.08,4.69
350,Santa Maria Maior,Lisboa,38.711480,-9.128830,Entire rental unit,Entire home/apt,4,1,1,1,61,3,187,4.65,4.85,4.78,4.82
351,Santa Maria Maior,Lisboa,38.710070,-9.132040,Entire loft,Entire home/apt,8,1,2,4,60,2,323,4.49,4.53,4.63,4.82
352,Misericrdia,Lisboa,38.710090,-9.150040,Entire rental unit,Entire home/apt,2,1,1,2,60,2,145,4.58,4.61,4.77,4.77
353,Ericeira,Mafra,38.972660,-9.419500,Entire townhouse,Entire home/apt,6,2,3,3,126,6,24,4.79,4.83,5,4.87
354,Santo Antnio,Lisboa,38.716840,-9.152640,Entire condominium (condo),Entire home/apt,4,1,2,3,61,3,244,4.83,4.93,4.95,4.84
355,Misericrdia,Lisboa,38.712500,-9.143600,Entire rental unit,Entire home/apt,3,1,2,2,45,2,86,4.83,4.86,4.85,4.79
356,Misericrdia,Lisboa,38.711400,-9.144320,Entire rental unit,Entire home/apt,4,1,1,3,55,4,87,4.61,4.88,4.78,4.73
357,So Joo das Lampas e Terrugem,Sintra,38.862550,-9.355670,Entire residential home,Entire home/apt,8,2,4,5,175,4,116,4.93,4.94,4.92,4.68
358,Arroios,Lisboa,38.721130,-9.140750,Entire rental unit,Entire home/apt,3,1,1,1,50,3,269,4.82,4.92,4.89,4.75
359,Arroios,Lisboa,38.721120,-9.140850,Entire rental unit,Entire home/apt,3,1,1,2,50,3,234,4.75,4.79,4.87,4.72
360,Arroios,Lisboa,38.716410,-9.139770,Entire rental unit,Entire home/apt,2,1,1,1,63,2,63,4.73,4.75,4.86,4.74
361,So Bartolomeu dos Galegos e Moledo,Lourinh,39.281630,-9.248190,Entire residential home,Entire home/apt,9,2,3,0,50,5,16,4.81,4.94,4.38,4.81
362,Lourinh e Atalaia,Lourinh,39.263900,-9.330520,Private room in residential home,Private room,2,2,1,2,57,1,2,5,5,5,5
363,Arroios,Lisboa,38.716450,-9.138230,Entire rental unit,Entire home/apt,3,1,1,2,55,3,184,4.81,4.88,4.85,4.8
364,Arroios,Lisboa,38.716790,-9.139630,Entire rental unit,Entire home/apt,8,2,3,4,80,3,7,4.86,5,4.86,4.57
365,Santa Maria Maior,Lisboa,38.709100,-9.135990,Entire rental unit,Entire home/apt,5,1,2,3,99,2,186,4.66,4.76,4.66,4.93
366,Misericrdia,Lisboa,38.709200,-9.142860,Entire rental unit,Entire home/apt,2,1,1,1,82,2,146,4.92,4.94,4.92,4.99
367,Santa Maria Maior,Lisboa,38.714160,-9.135430,Entire rental unit,Entire home/apt,2,1,1,1,83,2,1,3,4,3,4
368,Campo de Ourique,Lisboa,38.720120,-9.168760,Entire rental unit,Entire home/apt,4,2,2,2,60,3,16,4.81,5,5,4.56
369,Santa Maria Maior,Lisboa,38.707580,-9.140220,Entire rental unit,Entire home/apt,4,1,1,0,60,30,235,4.73,4.89,4.9,4.76
370,Santa Maria Maior,Lisboa,38.713060,-9.132840,Entire rental unit,Entire home/apt,6,1,2,3,50,2,398,4.75,4.86,4.9,4.76
371,Misericrdia,Lisboa,38.709520,-9.148820,Entire rental unit,Entire home/apt,2,1,1,1,45,1,4,4.5,5,4.75,5
372,Ericeira,Mafra,38.987090,-9.414330,Private room in rental unit,Private room,3,1,1,2,45,1,149,4.89,4.96,5,4.67
373,Cascais e Estoril,Cascais,38.700630,-9.418950,Entire rental unit,Entire home/apt,4,1,2,3,100,4,11,4.45,4.55,4.82,5
374,Misericrdia,Lisboa,38.708770,-9.151690,Entire rental unit,Entire home/apt,4,1,1,1,50,3,207,4.7,4.83,4.8,4.78
375,Santo Antnio,Lisboa,38.716300,-9.143140,Entire rental unit,Entire home/apt,4,1,1,2,83,3,115,4.9,4.95,4.93,4.92
376,Santa Maria Maior,Lisboa,38.711660,-9.138520,Entire rental unit,Entire home/apt,2,1,0,1,41,4,454,4.65,4.81,4.79,4.93
377,Santa Maria Maior,Lisboa,38.716564,-9.133464,Private room in rental unit,Private room,2,2,1,1,30,1,367,4.43,4.64,4.54,4.57
378,Misericrdia,Lisboa,38.712050,-9.143800,Entire rental unit,Entire home/apt,2,1,1,1,55,3,420,4.79,4.85,4.84,4.91
379,Cascais e Estoril,Cascais,38.730070,-9.461270,Entire residential home,Entire home/apt,2,1,2,2,89,6,7,4.43,4.57,4.29,4.57
380,Santa Maria Maior,Lisboa,38.711400,-9.127670,Entire rental unit,Entire home/apt,4,1,2,2,70,2,314,4.82,4.88,4.86,4.89
381,Santa Maria Maior,Lisboa,38.711420,-9.129840,Entire rental unit,Entire home/apt,4,1,1,2,35,1,142,4.34,4.47,4.14,4.86
382,Misericrdia,Lisboa,38.714410,-9.152480,Entire rental unit,Entire home/apt,14,2,5,7,140,3,103,4.73,4.8,4.72,4.82
383,Misericrdia,Lisboa,38.712590,-9.151140,Private room in rental unit,Private room,3,2,1,2,30,2,95,4.67,4.72,4.65,4.74
384,Misericrdia,Lisboa,38.714420,-9.151450,Private room in rental unit,Private room,2,2,1,1,30,2,93,4.64,4.72,4.69,4.71
385,Misericrdia,Lisboa,38.712680,-9.151310,Private room in rental unit,Private room,4,2,1,2,32,2,53,4.62,4.85,4.69,4.75
